Order,Topic_Order,Topic,Subtopic,Problem_Name,Difficulty,LeetCode_URL,YouTube_URL
284,12,"Greedy Algorithms [Easy, Medium/Hard]","Easy Problems","Valid Paranthesis Checker",Hard,"https://leetcode.com/problems/valid-parenthesis-string/","https://youtu.be/cHT6sG_hUZI?si=XRHeyh7jOaLaTy3g"
285,12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","N meetings in one room",Medium,"","https://youtu.be/mKfhTotEguk?si=2RELeq18mpmIIN3Q"
286,12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Jump Game - I",Easy,"https://leetcode.com/problems/jump-game/","https://youtu.be/tZAa_jJ3SwQ?si=voKd7n9VTLDRRNzJ"
287,12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Jump Game II",Medium,"https://leetcode.com/problems/jump-game-ii/","https://youtu.be/7SBVnw7GSTk?si=9uUouBELh9K3m2jZ"
288,12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Minimum number of platforms required for a railway",Medium,"","https://youtu.be/AsGzwR_FWok?si=165acXU_dtqOHuo9"
289,12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Job sequencing Problem",Medium,"","https://youtu.be/QbwltemZbRg?si=wvcemJ5BLPlTRmkG"
290,12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Candy",Hard,"https://leetcode.com/problems/candy/","https://youtu.be/IIqVFvKE6RY?si=EjmuXZJNLQLUkEd7"
291,12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Shortest Job First",Medium,"","https://youtu.be/3-QbX1iDbXs?si=IH8QZUblr01F7UoQ"
292,12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Program for Least Recently Used (LRU) Page Replacement Algorithm",Medium,"",""
293,12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Insert Interval",Medium,"https://leetcode.com/problems/insert-interval/","https://youtu.be/xxRE-46OCC8?si=a7aPuIw16zDx2lAa"
294,12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Merge Intervals",Medium,"https://leetcode.com/problems/merge-intervals/","https://www.youtube.com/watch?v=2JzRBPFYbKE&list=PLgUwDviBIf0rPG3Ictpu74YWBQ1CaBkm2&index=6"
295,12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Non-overlapping Intervals",Medium,"https://leetcode.com/problems/non-overlapping-intervals/","https://youtu.be/HDHQ8lAWakY?si=JVtLqboGdpUTOVjf"
296,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Introduction to Trees",Easy,"","https://youtu.be/_ANrF3FJm7I"
297,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Binary Tree Representation in Java",Easy,"","https://youtu.be/hyLyW7rP24I"
298,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Pre, Post, Inorder in one traversal",Easy,"","https://youtu.be/ySp2epYvgTE"
299,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Preorder Traversal",Easy,"https://leetcode.com/problems/binary-tree-preorder-traversal/","https://youtu.be/RlUu72JrOCQ"
300,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Inorder Traversal of Binary Tree",Easy,"https://leetcode.com/problems/binary-tree-inorder-traversal/","https://youtu.be/Z_NEgBgbRVI"
301,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Postorder Traversal",Easy,"https://leetcode.com/problems/binary-tree-postorder-traversal/","https://youtu.be/2YBhNLodD8Q"
302,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Level Order Traversal",Easy,"https://leetcode.com/problems/binary-tree-level-order-traversal/","https://youtu.be/EoAsWbO7sqg"
303,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Iterative Preorder Traversal of Binary Tree",Easy,"https://leetcode.com/problems/binary-tree-preorder-traversal/","https://youtu.be/Bfqd8BsPVuw"
304,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Iterative Inorder Traversal of Binary Tree",Easy,"https://leetcode.com/problems/binary-tree-inorder-traversal/","https://youtu.be/lxTGsVXjwvM"
305,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Post-order Traversal of Binary Tree using 2 stack",Easy,"https://leetcode.com/problems/binary-tree-postorder-traversal/","https://youtu.be/2YBhNLodD8Q"
306,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Post-order Traversal of Binary Tree using 1 stack",Easy,"https://leetcode.com/problems/binary-tree-postorder-traversal/","https://youtu.be/NzIGLLwZBS8"
307,13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Preorder, Inorder, and Postorder Traversal in one Traversal",Easy,"","https://youtu.be/ySp2epYvgTE"
308,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Maximum Depth in BT",Medium,"https://leetcode.com/problems/maximum-depth-of-binary-tree/","https://youtu.be/eD3tmO66aBA"
309,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Check for balanced binary tree",Medium,"https://leetcode.com/problems/balanced-binary-tree/","https://youtu.be/Yt50Jfbd8Po"
310,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Diameter of Binary Tree",Easy,"https://leetcode.com/problems/diameter-of-binary-tree/","https://youtu.be/Rezetez59Nk"
311,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Maximum path sum ",Medium,"https://leetcode.com/problems/binary-tree-maximum-path-sum/","https://youtu.be/WszrfSwMz58"
312,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Check if two trees are identical or not",Medium,"https://leetcode.com/problems/same-tree/","https://youtu.be/BhuvF_-PWS0"
313,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Zig Zag or Spiral Traversal",Medium,"https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/","https://youtu.be/3OXWEdlIGl4"
314,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Boundary Traversal",Medium,"https://leetcode.com/problems/boundary-of-binary-tree/","https://youtu.be/0ca1nvR0be4"
315,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Vertical Order Traversal",Medium,"https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/","https://youtu.be/q_a6lpbKJdw"
316,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Top View of BT",Medium,"","https://youtu.be/Et9OCDNvJ78"
317,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Bottom view of BT",Medium,"","https://youtu.be/0FtVY6I4pB8"
318,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Right/Left View of Binary Tree",Medium,"https://leetcode.com/problems/binary-tree-right-side-view/","https://youtu.be/KV4mRzTjlAk"
319,13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Symmetric Binary Tree",Medium,"https://leetcode.com/problems/symmetric-tree/","https://youtu.be/nKggiEpBE"
320,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Print root to leaf path in BT",Medium,"","https://youtu.be/fmflMqVOC7k"
321,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","LCA in BT",Hard,"https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/","https://youtu.be/_-QHfMDde90"
322,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Maximum Width of BT",Medium,"https://leetcode.com/problems/maximum-width-of-binary-tree/","https://youtu.be/ZbybYvcVLks"
323,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Children Sum Property in Binary Tree",Medium,"","https://youtu.be/fnmisPM6cVo"
324,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Print all nodes at a distance of K in BT",Hard,"https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/","https://youtu.be/i9ORlEy6EsI"
325,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Minimum time taken to burn the BT from a given Node",Hard,"","https://youtu.be/2r5wLmQfD6g"
326,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Count total nodes in a complete BT",Easy,"https://leetcode.com/problems/count-complete-tree-nodes/","https://youtu.be/u-yWemKGWO0"
327,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Requirements needed to construct a unique BT",Medium,"","https://youtu.be/9GMECGQgWrQ"
328,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Construct a BT from Preorder and Inorder",Hard,"https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/","https://youtu.be/aZNaLrVebKQ"
329,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Construct the Binary Tree from Postorder and Inorder Traversal",Hard,"https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/","https://youtu.be/LgLRTaEMRVc"
330,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Serialize and De-serialize BT",Hard,"https://leetcode.com/problems/serialize-and-deserialize-binary-tree/","https://youtu.be/-YbXySKJsX8"
331,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Morris Preorder Traversal of a Binary Tree",Hard,"https://leetcode.com/problems/binary-tree-inorder-traversal/","https://youtu.be/80Zug6D1_r4"
332,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Morris Inorder Traversal of a Binary Tree",Hard,"https://leetcode.com/problems/binary-tree-inorder-traversal/","https://youtu.be/80Zug6D1_r4"
333,13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Flatten Binary Tree to Linked List",Medium,"https://leetcode.com/problems/flatten-binary-tree-to-linked-list/","https://youtu.be/sWf7k1x9XR4"
334,14,"Binary Search Trees [Concept and Problems]","Concepts","Introduction to BST",Easy,"","https://youtu.be/p7-9UvDQZ3w"
335,14,"Binary Search Trees [Concept and Problems]","Concepts","Search in a Binary Search Tree",Easy,"https://leetcode.com/problems/search-in-a-binary-search-tree/","https://youtu.be/KcNt6v_56cc"
336,14,"Binary Search Trees [Concept and Problems]","Concepts","Find Min/Max in BST",Easy,"",""
337,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Floor and Ceil in a BST",Easy,"","https://www.youtube.com/watch?v=xm_W1ub-K-w&list=PLgUwDviBIf0q8Hkd7bK2Bpryj2xVJk8Vk&index=43"
338,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Floor in a Binary Search Tree",Easy,"","https://youtu.be/xm_W1ub-K-w"
339,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Insert a given node in BST",Medium,"https://leetcode.com/problems/insert-into-a-binary-search-tree/","https://youtu.be/FiFiNvM29ps"
340,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Delete a node in BST",Medium,"https://leetcode.com/problems/delete-node-in-a-bst/","https://youtu.be/kouxiP_H5WE"
341,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Kth Smallest and Largest element in BST",Medium,"https://leetcode.com/problems/kth-smallest-element-in-a-bst/","https://youtu.be/9TJYWh0adfk"
342,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Check if a tree is a BST or not",Medium,"https://leetcode.com/problems/validate-binary-search-tree/","https://youtu.be/f-sj7I5oXEI"
343,14,"Binary Search Trees [Concept and Problems]","Practice Problems","LCA in BST",Medium,"https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/","https://youtu.be/cX_kPV_foZc"
344,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Construct a BST from a preorder traversal",Medium,"https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/","https://youtu.be/UmJT3j26t1I"
345,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Inorder Successor/Predecessor in BST",Medium,"https://leetcode.com/problems/inorder-successor-in-bst/","https://youtu.be/SXKAD2svfmI"
346,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Merge 2 BST's",Hard,"https://leetcode.com/problems/binary-search-tree-iterator/","https://youtu.be/D2jMcmxU4bs"
347,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Two Sum In BST | Check if there exists a pair with Sum K",Hard,"https://leetcode.com/problems/two-sum-iv-input-is-a-bst/","https://youtu.be/ssL3sHwPeb4"
348,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Correct BST with two nodes swapped",Hard,"https://leetcode.com/problems/recover-binary-search-tree/","https://youtu.be/ZWGW7FminDM"
349,14,"Binary Search Trees [Concept and Problems]","Practice Problems","Largest BST in Binary Tree",Hard,"https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/","https://youtu.be/X0oXMdtUDwo"
350,15,"Graphs [Concepts & Problems]","Learning","Introduction to Graph",Easy,"","https://youtu.be/3oI-34aPMWM"
351,15,"Graphs [Concepts & Problems]","Learning","Graph Representation | C++",Easy,"","https://youtu.be/3oI-34aPMWM"
352,15,"Graphs [Concepts & Problems]","Learning","Graph Representation | Java",Easy,"","https://youtu.be/3oI-34aPMWM"
353,15,"Graphs [Concepts & Problems]","Learning","Connected Components",Medium,"",""
354,15,"Graphs [Concepts & Problems]","Learning","Traversal Techniques",Medium,"","https://youtu.be/Qzf1a--rhp8"
355,15,"Graphs [Concepts & Problems]","Learning","DFS",Medium,"","https://youtu.be/Qzf1a--rhp8"
356,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Number of provinces",Medium,"https://leetcode.com/problems/number-of-provinces/#:~:text=A%20province%20is%20a%20group,the%20total%20number%20of%20provinces.","https://youtu.be/ACzkVtewUYA"
357,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Connected Components Problem in Matrix",Medium,"",""
358,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Rotten Oranges",Medium,"https://leetcode.com/problems/rotting-oranges/","https://www.youtube.com/watch?v=yf3oUhkvqA0"
359,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Flood fill algorithm",Medium,"https://leetcode.com/problems/flood-fill/",""
360,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Cycle Detection in Undirected Graph (bfs)",Hard,"","https://youtu.be/BPlrALf1LDU"
361,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Detect a cycle in an undirected graph",Hard,"https://leetcode.com/problems/course-schedule/","https://youtu.be/zQ3zgFypzX4"
362,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Distance of nearest cell having one",Medium,"https://leetcode.com/problems/01-matrix/","https://youtu.be/edXdVwkYHF8"
363,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Surrounded Regions",Medium,"https://leetcode.com/problems/surrounded-regions/","https://youtu.be/BtdgAys4yMk"
364,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Number of enclaves",Medium,"https://leetcode.com/problems/number-of-enclaves/","https://youtu.be/rxKcepXQgU4"
365,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Word ladder I",Hard,"https://leetcode.com/problems/word-ladder/","https://youtu.be/tRPda0rcf8E"
366,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Word ladder II",Hard,"https://leetcode.com/problems/word-ladder-ii/","https://youtu.be/AD4SFl7tu7I?si=EpcJQTWm2YeURvEG"
367,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Number of islands",Medium,"https://leetcode.com/problems/number-of-islands/","https://www.youtube.com/watch?v=muncqlKJrH0&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=8"
368,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Bipartite Graph (DFS)",Hard,"https://leetcode.com/problems/is-graph-bipartite/","https://youtu.be/KG5YFfR0j8A"
369,15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Cycle Detection in Directed Graph (DFS)",Hard,"https://leetcode.com/problems/course-schedule-ii/discuss/293048/detecting-cycle-in-directed-graph-problem","https://youtu.be/9twcmtQj4DU"
370,15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Topo Sort",Hard,"","https://youtu.be/5lZ0iJMrUMk"
371,15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Topological sort or Kahn's algorithm",Hard,"","https://youtu.be/5lZ0iJMrUMk"
372,15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Detect a cycle in a directed graph",Hard,"https://leetcode.com/problems/course-schedule/","https://www.youtube.com/watch?v=uzVUw90ZFIg&list=PLgUwDviBIf0rGEWe64KWas0Nryn7SCRWw&index=12"
373,15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Course Schedule I",Hard,"https://leetcode.com/problems/course-schedule/","https://youtu.be/WAOfKpxYHR8"
374,15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Course Schedule II",Medium,"https://leetcode.com/problems/course-schedule-ii/","https://youtu.be/WAOfKpxYHR8"
375,15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Find eventual safe states",Hard,"https://leetcode.com/problems/find-eventual-safe-states/","https://youtu.be/2gtg3VsDGyc"
376,15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Alien Dictionary",Hard,"https://leetcode.com/problems/alien-dictionary/solution/","https://youtu.be/U3N_je7tWAs"
377,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Shortest path in undirected graph with unit weights",Hard,"","https://www.youtube.com/watch?v=C4gxoTaI71U&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=28"
378,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Shortest path in DAG",Hard,"","https://www.youtube.com/watch?v=ZUFQfFaU-8U&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=27"
379,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Djisktra's Algorithm",Hard,"","https://www.youtube.com/watch?v=rp1SMw7HSO8&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=35"
380,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Why priority Queue is used in Djisktra's Algorithm",Hard,"","https://www.youtube.com/watch?v=rp1SMw7HSO8&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=35"
381,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Shortest Distance in a Binary Maze",Hard,"https://leetcode.com/problems/shortest-path-in-binary-matrix/","https://www.youtube.com/watch?v=U5Mw4eyUmw4&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=36"
382,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Path with minimum effort",Hard,"https://leetcode.com/problems/path-with-minimum-effort/","https://youtu.be/0ytpZyiZFhA"
383,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Cheapest flight within K stops",Hard,"https://leetcode.com/problems/cheapest-flights-within-k-stops/","https://youtu.be/9XybHVqTHcQ"
384,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Network Delay Time",Medium,"https://leetcode.com/problems/network-delay-time/",""
385,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Number of ways to arrive at destination",Hard,"https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/","https://youtu.be/_-0mx0SmYxA"
386,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Minimum multiplications to reach end",Hard,"","https://www.youtube.com/watch?v=_BvEJ3VIDWw&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=39"
387,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Bellman Ford Algorithm",Hard,"","https://youtu.be/0vVofAhAYjc"
388,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Floyd warshall algorithm",Hard,"","https://www.youtube.com/watch?v=YbY8cVwWAvw&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=42"
389,15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Find the city with the smallest number of neighbors",Hard,"https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/","https://youtu.be/9XybHVqTHcQ"
390,15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","MST theory",Easy,"","https://youtu.be/ZSPjZuZWCME"
391,15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Prim's Algorithm",Hard,"","https://youtu.be/mJcZjjKzeqk"
392,15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Disjoint Set ",Hard,"","https://youtu.be/aBxjDBC4M1U"
393,15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Find the MST weight",Hard,"","https://youtu.be/mJcZjjKzeqk"
394,15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Number of operations to make network connected",Hard,"https://leetcode.com/problems/number-of-operations-to-make-network-connected/","https://youtu.be/FYrl7iz9_ZU"
395,15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Most stones removed with same row or column",Medium,"https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/","https://youtu.be/OwMNX8SPavM"
396,15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Accounts merge",Hard,"https://leetcode.com/problems/accounts-merge/","https://youtu.be/FMwpt_aQOGw"
397,15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Number of islands II",Hard,"https://leetcode.com/problems/number-of-islands-ii/","https://youtu.be/Rn6B-Q4SNyA"
398,15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Making a large island",Hard,"https://leetcode.com/problems/making-a-large-island/","https://youtu.be/lgiz0Oup6gM"
399,15,"Graphs [Concepts & Problems]","MinimumSpanningTree/Disjoint Set and Problems","Swim in Rising Water",Medium,"https://leetcode.com/problems/swim-in-rising-water/",""
400,15,"Graphs [Concepts & Problems]","Other Algorithms","Bridges in graph",Hard,"https://leetcode.com/problems/critical-connections-in-a-network/discuss/382385/find-bridges-in-a-graph","https://youtu.be/qrAub5z8FeA"
401,15,"Graphs [Concepts & Problems]","Other Algorithms","Articulation point in graph",Hard,"","https://youtu.be/j1QDfU21iZk"
402,15,"Graphs [Concepts & Problems]","Other Algorithms","Kosaraju's algorithm",Hard,"https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings/discuss/766485/kosaraju-algorithm-on","https://www.youtube.com/watch?v=V8qIqJxCioo&list=PLgUwDviBIf0rGEWe64KWas0Nryn7SCRWw&index=27"
403,16,"Dynamic Programming [Patterns and Problems]","Introduction to DP","Introduction to DP",Easy,"","https://youtu.be/tyB0ztf0DNY"
404,16,"Dynamic Programming [Patterns and Problems]","1D DP","Climbing stairs",Medium,"https://leetcode.com/problems/climbing-stairs/","https://youtu.be/mLfjzJsN8us"
405,16,"Dynamic Programming [Patterns and Problems]","1D DP","Frog Jump",Medium,"","https://www.youtube.com/watch?v=EgG3jsGoPvQ"
406,16,"Dynamic Programming [Patterns and Problems]","1D DP","Frog jump with K distances",Medium,"","https://www.youtube.com/watch?v=Kmh3rhyEtB8"
407,16,"Dynamic Programming [Patterns and Problems]","1D DP","Maximum sum of non adjacent elements",Medium,"https://leetcode.com/problems/house-robber/","https://www.youtube.com/watch?v=GrMBfJNk_NY"
408,16,"Dynamic Programming [Patterns and Problems]","1D DP","House robber",Medium,"https://leetcode.com/problems/house-robber-ii/","https://www.youtube.com/watch?v=3WaxQMELSkw"
409,16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Ninja's training",Medium,"","https://www.youtube.com/watch?v=AE39gJYuRog"
410,16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Grid Unique Paths : DP on Grids (DP8)",Medium,"https://leetcode.com/problems/unique-paths/","https://www.youtube.com/watch?v=sdE0A2Oxofw"
411,16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Unique paths II",Medium,"https://leetcode.com/problems/unique-paths-ii/","https://www.youtube.com/watch?v=TmhpgXScLyY"
412,16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Minimum Falling Path Sum",Medium,"https://leetcode.com/problems/minimum-path-sum/","https://youtu.be/_rgTlyky1uQ"
413,16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Triangle",Medium,"https://leetcode.com/problems/triangle/","https://www.youtube.com/watch?v=SrP-PiLSYC0"
414,16,"Dynamic Programming [Patterns and Problems]","2D/3D DP and DP on Grids","Ninja and his Friends",Medium,"","https://www.youtube.com/watch?v=QGfn7JeXK54"
415,16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Subset sum equal to target (DP- 14)",Hard,"","https://www.youtube.com/watch?v=fWX9xDmIzRI"
416,16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Partition equal subset sum",Hard,"https://leetcode.com/problems/partition-equal-subset-sum/","https://www.youtube.com/watch?v=7win3dcgo3k"
417,16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Partition a set into two subsets with minimum absolute sum difference",Hard,"https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/","https://www.youtube.com/watch?v=GS_OqZb2CWc"
418,16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Count subsets with sum K",Hard,"","https://www.youtube.com/watch?v=ZHyb-A2Mte4"
419,16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Count partitions with given difference",Hard,"","https://www.youtube.com/watch?v=zoilQD1kYSg"
420,16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Assign Cookies",Easy,"https://leetcode.com/problems/assign-cookies/","https://youtu.be/DIX2p7vb9co?si=GofAIDimue-Av0Fi"
421,16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Minimum Coins (DP - 20)",Hard,"https://leetcode.com/problems/coin-change/","https://www.youtube.com/watch?v=myPeWb3Y68A"
422,16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Target sum",Hard,"https://leetcode.com/problems/target-sum/","https://www.youtube.com/watch?v=b3GD8263-PQ"
423,16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Coin Change 2 (DP - 22)",Hard,"https://leetcode.com/problems/coin-change-2/","https://www.youtube.com/watch?v=HgyouUi11zk"
424,16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Unbounded knapsack",Hard,"","https://youtu.be/OgvOZ6OrJoY"
425,16,"Dynamic Programming [Patterns and Problems]","DP on Subsequences","Rod Cutting Problem | (DP - 24)",Hard,"","https://youtu.be/mO8XpGoJwuo"
426,16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Longest common subsequence",Hard,"","https://youtu.be/-zI4mrF2Pb4"
427,16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Print Longest Common Subsequence | (DP - 26)",Hard,"","https://youtu.be/-zI4mrF2Pb4"
428,16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Longest common substring",Hard,"","https://youtu.be/_wP9mWNPL5w"
429,16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Longest palindromic subsequence",Hard,"https://leetcode.com/problems/longest-palindromic-subsequence/","https://youtu.be/6i_T5kkfv4A"
430,16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Minimum insertions to make string palindrome | DP-29",Hard,"https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/","https://www.youtube.com/watch?v=xPBLEj41rFU"
431,16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Minimum insertions or deletions to convert string A to B",Hard,"https://leetcode.com/problems/delete-operation-for-two-strings/","https://www.youtube.com/watch?v=yMnH0jrir0Q"
